config.seed,timestamp,config.config_name,config.config_stem,config.config_path,experiment_dir,summary_path,config.num_pos,config.gen_strategy,config.empirical_bank_size,config.empirical_bank_select_mode,config.empirical_sigma_scale,config.augment_copies,pattern_eval.P  DFUDS,pattern_eval.P' DFUDS,pattern_eval.ノード数の差 (P'- P),pattern_eval.辺数の差 (P'- P),pattern_eval.変数数の差 (P'- P),pattern_eval.DFUDS長の差 (P'- P),pattern_eval.特化度 (node増加率),pattern_eval.Pprime_vs_original_match_rate,vae_eval.encoded_z,vae_eval.empirical_latent,vae_eval.empirical_latent_unique,vae_eval.mu_profile,generate_eval.match_rate,generate_eval.unique_graphs,config.K,config.add_nodes,config.config_seed,config.edge_labels,config.encoder_layers,config.eval_num_samples,config.max_beta,config.model_path,config.n_samples,config.output,config.pat_nodes,config.total_epochs,generate_eval.match_rate_count,generate_eval.max_trials,generate_eval.saved_neg,generate_eval.saved_pos,generate_eval.strategy,generate_eval.total_gen,pattern_eval.P  DFUDS長,pattern_eval.P  ノード数,pattern_eval.P  変数数,pattern_eval.P  辺数,pattern_eval.P' DFUDS長,pattern_eval.P' ノード数,pattern_eval.P' 変数数,pattern_eval.P' 辺数,pattern_eval.Pprime_vs_original_count,vae_eval.Pprime_vs_original,vae_eval.Pprime_vs_original_count,vae_eval_empirical_sweep.bank100.actual_bank_size,vae_eval_empirical_sweep.bank100.bank_size,vae_eval_empirical_sweep.bank100.match_rate,vae_eval_empirical_sweep.bank100.select_mode,vae_eval_empirical_sweep.bank100.sigma_scale,vae_eval_empirical_sweep.bank100.total_means,vae_eval_empirical_sweep.bank100.unique_graphs,vae_eval_empirical_sweep.bank20.actual_bank_size,vae_eval_empirical_sweep.bank20.bank_size,vae_eval_empirical_sweep.bank20.match_rate,vae_eval_empirical_sweep.bank20.select_mode,vae_eval_empirical_sweep.bank20.sigma_scale,vae_eval_empirical_sweep.bank20.total_means,vae_eval_empirical_sweep.bank20.unique_graphs,vae_eval_empirical_sweep.bank50.bank_size,vae_eval_empirical_sweep.bank50.match_rate,vae_eval_empirical_sweep.bank50.select_mode,vae_eval_empirical_sweep.bank50.sigma_scale,vae_eval_empirical_sweep.bank50.unique_graphs,vae_eval_empirical_sweep.full.bank_size,vae_eval_empirical_sweep.full.match_rate,vae_eval_empirical_sweep.full.select_mode,vae_eval_empirical_sweep.full.sigma_scale,vae_eval_empirical_sweep.full.unique_graphs
1247,20260403_183244,np1000_aug0_bank100.json,np1000_aug0_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug0_bank100.json,experiments/20260403_183244_np1000_aug0_bank100_seed1247,experiments/20260403_183244_np1000_aug0_bank100_seed1247/summary.json,1000,empirical,100,fps,0.15,0,"0,0,0,0,0,0,#,0,0,c,0,0,e,d,e,d,a,b,c,X","0,0,0,0,0,0,#,a,0,0,c,0,0,X,X,e,d,X,X,c",0,0,3,0,0.0,1.0,0.775,0.86,67,0.0,0.81,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug0_bank100,10,300,81/100,5000,19,81,empirical,100,39,10,1,9,39,10,4,9,1000/1000,1.0,1000/1000,100,100,0.86,fps,0.15,200,67,,,,,,,,,,,,,,,,,
1248,20260403_183921,np1000_aug0_bank100.json,np1000_aug0_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug0_bank100.json,experiments/20260403_183921_np1000_aug0_bank100_seed1248,experiments/20260403_183921_np1000_aug0_bank100_seed1248/summary.json,1000,empirical,100,fps,0.15,0,"0,0,#,0,c,0,e,0,a,0,0,0,0,0,c,X,X,X,X,X","0,0,#,0,c,0,e,0,a,X",-5,-5,-4,-20,-0.5,1.0,1.0,0.99,71,0.78,0.99,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug0_bank100,10,300,99/100,5000,1,99,empirical,100,39,10,5,9,19,5,1,4,1000/1000,1.0,1000/1000,100,100,0.99,fps,0.15,200,71,,,,,,,,,,,,,,,,,
1249,20260403_184253,np1000_aug0_bank100.json,np1000_aug0_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug0_bank100.json,experiments/20260403_184253_np1000_aug0_bank100_seed1249,experiments/20260403_184253_np1000_aug0_bank100_seed1249/summary.json,1000,empirical,100,fps,0.15,0,"0,0,#,0,b,0,0,b,0,0,d,0,d,c,0,d,c,0,a,X","0,0,#,0,b,0,0,b,0,a,0,X,X,0,0,d,0,d,c,0,d,c",1,1,1,4,0.1,1.0,1.0,1.0,70,0.04,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug0_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,1,9,43,11,2,10,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,70,,,,,,,,,,,,,,,,,
1250,20260403_184547,np1000_aug0_bank100.json,np1000_aug0_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug0_bank100.json,experiments/20260403_184547_np1000_aug0_bank100_seed1250,experiments/20260403_184547_np1000_aug0_bank100_seed1250/summary.json,1000,empirical,100,fps,0.15,0,"0,0,#,0,0,0,0,0,c,0,0,0,c,d,X,X,a,X,X,e","0,0,#,X",-8,-8,-3,-32,-0.8,1.0,0.94,0.96,77,0.68,0.94,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug0_bank100,10,300,94/100,5000,6,94,empirical,100,39,10,4,9,7,2,1,1,1000/1000,1.0,1000/1000,100,100,0.96,fps,0.15,200,77,,,,,,,,,,,,,,,,,
1251,20260403_184823,np1000_aug0_bank100.json,np1000_aug0_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug0_bank100.json,experiments/20260403_184823_np1000_aug0_bank100_seed1251,experiments/20260403_184823_np1000_aug0_bank100_seed1251/summary.json,1000,empirical,100,fps,0.15,0,"0,0,#,0,c,0,b,0,d,0,d,0,c,0,0,b,0,c,d,X","0,0,#,0,c,0,b,X",-6,-6,0,-24,-0.6,1.0,0.99,0.96,66,0.11,0.97,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug0_bank100,10,300,97/100,5000,3,97,empirical,100,39,10,1,9,15,4,1,3,1000/1000,1.0,1000/1000,100,100,0.96,fps,0.15,200,66,,,,,,,,,,,,,,,,,
1252,20260403_185057,np1000_aug0_bank100.json,np1000_aug0_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug0_bank100.json,experiments/20260403_185057_np1000_aug0_bank100_seed1252,experiments/20260403_185057_np1000_aug0_bank100_seed1252/summary.json,1000,empirical,100,fps,0.15,0,"0,0,0,#,0,d,0,c,0,0,c,X,X,0,b,0,0,d,X,X","0,0,0,#,0,b,0,X,X,0,d,0,c,0,0,c,X,X",-1,-1,0,-4,-0.1,1.0,0.96,0.98,73,0.61,0.98,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug0_bank100,10,300,98/100,5000,2,98,empirical,100,39,10,4,9,35,9,4,8,1000/1000,1.0,1000/1000,100,100,0.98,fps,0.15,200,73,,,,,,,,,,,,,,,,,
1253,20260403_185328,np1000_aug0_bank100.json,np1000_aug0_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug0_bank100.json,experiments/20260403_185328_np1000_aug0_bank100_seed1253,experiments/20260403_185328_np1000_aug0_bank100_seed1253/summary.json,1000,empirical,100,fps,0.15,0,"0,0,0,#,0,0,0,a,0,d,0,c,X,0,b,a,a,0,d,X","0,0,0,#,0,0,0,a,0,b,X,0,d,0,c,X,a,0,d,X",0,0,1,0,0.0,1.0,0.995,0.99,68,0.03,0.99,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug0_bank100,10,300,99/100,5000,1,99,empirical,100,39,10,2,9,39,10,3,9,1000/1000,1.0,1000/1000,100,100,0.99,fps,0.15,200,68,,,,,,,,,,,,,,,,,
1254,20260403_185846,np1000_aug0_bank100.json,np1000_aug0_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug0_bank100.json,experiments/20260403_185846_np1000_aug0_bank100_seed1254,experiments/20260403_185846_np1000_aug0_bank100_seed1254/summary.json,1000,empirical,100,fps,0.15,0,"0,0,0,0,#,0,d,0,0,0,b,0,a,0,d,e,d,X,X,b","0,0,0,0,#,X,b,0,d,0,0,0,b,X,d,0,a,0,d,e",0,0,0,0,0.0,1.0,1.0,1.0,66,0.0,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug0_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,2,9,39,10,2,9,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,66,,,,,,,,,,,,,,,,,
1255,20260403_190731,np1000_aug0_bank100.json,np1000_aug0_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug0_bank100.json,experiments/20260403_190731_np1000_aug0_bank100_seed1255,experiments/20260403_190731_np1000_aug0_bank100_seed1255/summary.json,1000,empirical,100,fps,0.15,0,"0,0,#,0,d,0,0,d,0,0,0,0,b,X,X,a,X,0,d,c","0,0,#,0,d,0,0,d,0,0,0,0,b,X,0,X,X,X,a,0,d,X",1,1,2,4,0.1,1.0,0.98,1.0,72,0.13,0.99,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug0_bank100,10,300,99/100,5000,1,99,empirical,100,39,10,3,9,43,11,5,10,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,72,,,,,,,,,,,,,,,,,
1256,20260403_191629,np1000_aug0_bank100.json,np1000_aug0_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug0_bank100.json,experiments/20260403_191629_np1000_aug0_bank100_seed1256,experiments/20260403_191629_np1000_aug0_bank100_seed1256/summary.json,1000,empirical,100,fps,0.15,0,"0,0,#,0,e,0,0,d,0,0,d,0,0,c,X,c,0,e,a,c","0,0,#,0,e,0,0,d,0,0,d,0,0,c,0,X,X,c,0,e,a,c",1,1,1,4,0.1,1.0,1.0,1.0,60,0.07,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug0_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,1,9,43,11,2,10,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,60,,,,,,,,,,,,,,,,,
1257,20260403_192219,np1000_aug0_bank100.json,np1000_aug0_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug0_bank100.json,experiments/20260403_192219_np1000_aug0_bank100_seed1257,experiments/20260403_192219_np1000_aug0_bank100_seed1257/summary.json,1000,empirical,100,fps,0.15,0,"0,0,0,#,0,e,0,c,0,c,0,0,d,X,X,0,0,a,X,X","0,0,0,#,0,e,0,c,0,X,X,0,0,a,X,X",-2,-2,0,-8,-0.2,1.0,0.955,0.92,76,0.0,0.93,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug0_bank100,10,300,93/100,5000,7,93,empirical,100,39,10,4,9,31,8,4,7,1000/1000,1.0,1000/1000,100,100,0.92,fps,0.15,200,76,,,,,,,,,,,,,,,,,
1258,20260403_192556,np1000_aug0_bank100.json,np1000_aug0_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug0_bank100.json,experiments/20260403_192556_np1000_aug0_bank100_seed1258,experiments/20260403_192556_np1000_aug0_bank100_seed1258/summary.json,1000,empirical,100,fps,0.15,0,"0,0,0,#,0,b,0,0,0,e,e,e,X,0,0,e,0,c,X,X","0,0,0,#,0,b,0,0,0,e,X,e,e,0,0,e,X,0,c,X",0,0,0,0,0.0,1.0,1.0,1.0,66,0.32,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug0_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,3,9,39,10,3,9,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,66,,,,,,,,,,,,,,,,,
1259,20260403_193022,np1000_aug0_bank100.json,np1000_aug0_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug0_bank100.json,experiments/20260403_193022_np1000_aug0_bank100_seed1259,experiments/20260403_193022_np1000_aug0_bank100_seed1259/summary.json,1000,empirical,100,fps,0.15,0,"0,0,0,#,0,b,0,0,e,0,0,0,0,d,X,X,X,X,X,X","0,0,0,#,X,0,b,0,0,e,X,0,0,0,0,d,X,X,X,X",0,0,0,0,0.0,1.0,1.0,1.0,65,0.12,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug0_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,6,9,39,10,6,9,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,65,,,,,,,,,,,,,,,,,
1260,20260403_193344,np1000_aug0_bank100.json,np1000_aug0_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug0_bank100.json,experiments/20260403_193344_np1000_aug0_bank100_seed1260,experiments/20260403_193344_np1000_aug0_bank100_seed1260/summary.json,1000,empirical,100,fps,0.15,0,"0,0,0,0,0,#,0,d,0,0,d,a,b,0,b,X,0,a,X,b","0,0,0,0,0,#,0,d,0,0,d,X,X,0,a,X,0,b,X,b",0,0,2,0,0.0,1.0,0.94,0.91,73,0.08,0.91,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug0_bank100,10,300,91/100,5000,9,91,empirical,100,39,10,2,9,39,10,4,9,1000/1000,1.0,1000/1000,100,100,0.91,fps,0.15,200,73,,,,,,,,,,,,,,,,,
1261,20260403_193623,np1000_aug0_bank100.json,np1000_aug0_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug0_bank100.json,experiments/20260403_193623_np1000_aug0_bank100_seed1261,experiments/20260403_193623_np1000_aug0_bank100_seed1261/summary.json,1000,empirical,100,fps,0.15,0,"0,0,0,#,0,0,0,a,0,e,X,0,b,b,X,0,0,b,d,X","0,0,0,#,0,0,0,a,X,0,e,X,0,b,X,0,0,b,X,X",0,0,2,0,0.0,1.0,0.95,0.95,73,0.05,0.92,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug0_bank100,10,300,92/100,5000,8,92,empirical,100,39,10,3,9,39,10,5,9,1000/1000,1.0,1000/1000,100,100,0.95,fps,0.15,200,73,,,,,,,,,,,,,,,,,
1262,20260403_194045,np1000_aug0_bank100.json,np1000_aug0_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug0_bank100.json,experiments/20260403_194045_np1000_aug0_bank100_seed1262,experiments/20260403_194045_np1000_aug0_bank100_seed1262/summary.json,1000,empirical,100,fps,0.15,0,"0,0,0,0,#,0,0,d,0,d,0,b,X,X,0,0,b,d,X,d","0,0,0,0,#,0,0,d,X,0,d,X,0,0,b,X,X,d",-1,-1,1,-4,-0.1,1.0,0.96,0.94,71,0.25,0.95,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug0_bank100,10,300,95/100,5000,5,95,empirical,100,39,10,3,9,35,9,4,8,1000/1000,1.0,1000/1000,100,100,0.94,fps,0.15,200,71,,,,,,,,,,,,,,,,,
1263,20260403_194332,np1000_aug0_bank100.json,np1000_aug0_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug0_bank100.json,experiments/20260403_194332_np1000_aug0_bank100_seed1263,experiments/20260403_194332_np1000_aug0_bank100_seed1263/summary.json,1000,empirical,100,fps,0.15,0,"0,0,#,0,0,b,0,0,0,0,0,0,e,X,e,X,d,e,a,a","0,0,#,0,0,b,0,0,0,0,0,0,e,X,0,X,X,a,e,d,e,a",1,1,1,4,0.1,0.999,1.0,1.0,66,0.73,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug0_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,2,9,43,11,3,10,999/1000,0.999,999/1000,100,100,1.0,fps,0.15,200,66,,,,,,,,,,,,,,,,,
1244,20260403_194831,np1000_aug1_bank100.json,np1000_aug1_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug1_bank100.json,experiments/20260403_194831_np1000_aug1_bank100_seed1244,experiments/20260403_194831_np1000_aug1_bank100_seed1244/summary.json,1000,empirical,100,fps,0.15,1,"0,0,0,0,0,#,0,e,0,0,c,0,d,X,0,c,X,X,X,X","0,0,0,0,0,#,X,X,X,0,e,0,0,c,X,0,d,X",-1,-1,0,-4,-0.1,1.0,0.985,1.0,64,0.01,0.99,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug1_bank100,10,300,99/100,5000,1,99,empirical,100,39,10,5,9,35,9,5,8,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,64,,,,,,,,,,,,,,,,,
1245,20260403_195149,np1000_aug1_bank100.json,np1000_aug1_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug1_bank100.json,experiments/20260403_195149_np1000_aug1_bank100_seed1245,experiments/20260403_195149_np1000_aug1_bank100_seed1245/summary.json,1000,empirical,100,fps,0.15,1,"0,0,#,0,0,c,0,0,d,0,0,b,0,0,a,X,X,X,X,X","0,0,#,0,0,c,X,0,0,d,X,0,0,b,0,X,X,X",-1,-1,0,-4,-0.1,1.0,0.99,0.96,69,0.08,0.97,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug1_bank100,10,300,97/100,5000,3,97,empirical,100,39,10,5,9,35,9,5,8,1000/1000,1.0,1000/1000,100,100,0.96,fps,0.15,200,69,,,,,,,,,,,,,,,,,
1246,20260403_195614,np1000_aug1_bank100.json,np1000_aug1_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug1_bank100.json,experiments/20260403_195614_np1000_aug1_bank100_seed1246,experiments/20260403_195614_np1000_aug1_bank100_seed1246/summary.json,1000,empirical,100,fps,0.15,1,"0,0,0,#,0,b,0,0,0,0,0,e,c,a,b,e,X,0,e,b","0,0,0,#,0,b,0,0,0,0,0,e,0,X,X,a,c,e,b,0,e,b",1,1,1,4,0.1,1.0,1.0,1.0,66,0.66,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug1_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,1,9,43,11,2,10,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,66,,,,,,,,,,,,,,,,,
1247,20260403_200011,np1000_aug1_bank100.json,np1000_aug1_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug1_bank100.json,experiments/20260403_200011_np1000_aug1_bank100_seed1247,experiments/20260403_200011_np1000_aug1_bank100_seed1247/summary.json,1000,empirical,100,fps,0.15,1,"0,0,0,0,0,0,#,0,0,c,0,0,e,d,e,d,a,b,c,X","0,0,0,0,0,0,#,X,0,0,c,X,0,0,e,X,X,b,c,a",0,0,3,0,0.0,1.0,0.95,0.95,65,0.0,0.93,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug1_bank100,10,300,93/100,5000,7,93,empirical,100,39,10,1,9,39,10,4,9,1000/1000,1.0,1000/1000,100,100,0.95,fps,0.15,200,65,,,,,,,,,,,,,,,,,
1248,20260403_200514,np1000_aug1_bank100.json,np1000_aug1_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug1_bank100.json,experiments/20260403_200514_np1000_aug1_bank100_seed1248,experiments/20260403_200514_np1000_aug1_bank100_seed1248/summary.json,1000,empirical,100,fps,0.15,1,"0,0,#,0,c,0,e,0,a,0,0,0,0,0,c,X,X,X,X,X","0,0,#,0,c,0,e,X",-6,-6,-4,-24,-0.6,1.0,0.99,0.98,70,0.7,0.99,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug1_bank100,10,300,99/100,5000,1,99,empirical,100,39,10,5,9,15,4,1,3,1000/1000,1.0,1000/1000,100,100,0.98,fps,0.15,200,70,,,,,,,,,,,,,,,,,
1249,20260403_200928,np1000_aug1_bank100.json,np1000_aug1_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug1_bank100.json,experiments/20260403_200928_np1000_aug1_bank100_seed1249,experiments/20260403_200928_np1000_aug1_bank100_seed1249/summary.json,1000,empirical,100,fps,0.15,1,"0,0,#,0,b,0,0,b,0,0,d,0,d,c,0,d,c,0,a,X","0,0,#,0,b,0,0,b,X,0,a,0,X,X",-3,-3,2,-12,-0.3,1.0,1.0,0.99,67,0.04,0.98,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug1_bank100,10,300,98/100,5000,2,98,empirical,100,39,10,1,9,27,7,3,6,1000/1000,1.0,1000/1000,100,100,0.99,fps,0.15,200,67,,,,,,,,,,,,,,,,,
1250,20260403_201254,np1000_aug1_bank100.json,np1000_aug1_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug1_bank100.json,experiments/20260403_201254_np1000_aug1_bank100_seed1250,experiments/20260403_201254_np1000_aug1_bank100_seed1250/summary.json,1000,empirical,100,fps,0.15,1,"0,0,#,0,0,0,0,0,c,0,0,0,c,d,X,X,a,X,X,e","0,0,#,X",-8,-8,-3,-32,-0.8,1.0,0.985,0.99,67,0.34,0.97,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug1_bank100,10,300,97/100,5000,3,97,empirical,100,39,10,4,9,7,2,1,1,1000/1000,1.0,1000/1000,100,100,0.99,fps,0.15,200,67,,,,,,,,,,,,,,,,,
1251,20260403_201609,np1000_aug1_bank100.json,np1000_aug1_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug1_bank100.json,experiments/20260403_201609_np1000_aug1_bank100_seed1251,experiments/20260403_201609_np1000_aug1_bank100_seed1251/summary.json,1000,empirical,100,fps,0.15,1,"0,0,#,0,c,0,b,0,d,0,d,0,c,0,0,b,0,c,d,X","0,0,#,0,c,0,b,0,d,X",-5,-5,0,-20,-0.5,1.0,0.995,1.0,67,0.06,0.99,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug1_bank100,10,300,99/100,5000,1,99,empirical,100,39,10,1,9,19,5,1,4,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,67,,,,,,,,,,,,,,,,,
1252,20260403_202336,np1000_aug1_bank100.json,np1000_aug1_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug1_bank100.json,experiments/20260403_202336_np1000_aug1_bank100_seed1252,experiments/20260403_202336_np1000_aug1_bank100_seed1252/summary.json,1000,empirical,100,fps,0.15,1,"0,0,0,#,0,d,0,c,0,0,c,X,X,0,b,0,0,d,X,X","0,0,0,#,0,b,0,0,d,X,X,0,d,0,c,0,0,c,X,X",0,0,0,0,0.0,1.0,1.0,1.0,65,0.67,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug1_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,4,9,39,10,4,9,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,65,,,,,,,,,,,,,,,,,
1253,20260403_202708,np1000_aug1_bank100.json,np1000_aug1_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug1_bank100.json,experiments/20260403_202708_np1000_aug1_bank100_seed1253,experiments/20260403_202708_np1000_aug1_bank100_seed1253/summary.json,1000,empirical,100,fps,0.15,1,"0,0,0,#,0,0,0,a,0,d,0,c,X,0,b,a,a,0,d,X","0,0,0,#,0,0,0,a,0,b,X,0,d,0,c,X,a,0,d,X",0,0,1,0,0.0,1.0,0.995,0.98,68,0.0,0.99,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug1_bank100,10,300,99/100,5000,1,99,empirical,100,39,10,2,9,39,10,3,9,1000/1000,1.0,1000/1000,100,100,0.98,fps,0.15,200,68,,,,,,,,,,,,,,,,,
1254,20260403_203352,np1000_aug1_bank100.json,np1000_aug1_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug1_bank100.json,experiments/20260403_203352_np1000_aug1_bank100_seed1254,experiments/20260403_203352_np1000_aug1_bank100_seed1254/summary.json,1000,empirical,100,fps,0.15,1,"0,0,0,0,#,0,d,0,0,0,b,0,a,0,d,e,d,X,X,b","0,0,0,0,#,X,b,0,d,0,0,0,b,X,d,0,a,X",-1,-1,1,-4,-0.1,1.0,0.93,0.91,67,0.0,0.92,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug1_bank100,10,300,92/100,5000,8,92,empirical,100,39,10,2,9,35,9,3,8,1000/1000,1.0,1000/1000,100,100,0.91,fps,0.15,200,67,,,,,,,,,,,,,,,,,
1255,20260403_203949,np1000_aug1_bank100.json,np1000_aug1_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug1_bank100.json,experiments/20260403_203949_np1000_aug1_bank100_seed1255,experiments/20260403_203949_np1000_aug1_bank100_seed1255/summary.json,1000,empirical,100,fps,0.15,1,"0,0,#,0,d,0,0,d,0,0,0,0,b,X,X,a,X,0,d,c","0,0,#,0,d,0,0,d,0,0,0,0,b,X,X,0,X,X,X,0,d,c",1,1,2,4,0.1,1.0,0.995,0.99,72,0.03,0.99,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug1_bank100,10,300,99/100,5000,1,99,empirical,100,39,10,3,9,43,11,5,10,1000/1000,1.0,1000/1000,100,100,0.99,fps,0.15,200,72,,,,,,,,,,,,,,,,,
1256,20260403_204254,np1000_aug1_bank100.json,np1000_aug1_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug1_bank100.json,experiments/20260403_204254_np1000_aug1_bank100_seed1256,experiments/20260403_204254_np1000_aug1_bank100_seed1256/summary.json,1000,empirical,100,fps,0.15,1,"0,0,#,0,e,0,0,d,0,0,d,0,0,c,X,c,0,e,a,c","0,0,#,0,e,0,0,d,0,0,d,0,0,c,0,X,X,X,0,e,a,c",1,1,2,4,0.1,1.0,0.99,0.98,65,0.01,0.98,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug1_bank100,10,300,98/100,5000,2,98,empirical,100,39,10,1,9,43,11,3,10,1000/1000,1.0,1000/1000,100,100,0.98,fps,0.15,200,65,,,,,,,,,,,,,,,,,
1257,20260403_204812,np1000_aug1_bank100.json,np1000_aug1_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug1_bank100.json,experiments/20260403_204812_np1000_aug1_bank100_seed1257,experiments/20260403_204812_np1000_aug1_bank100_seed1257/summary.json,1000,empirical,100,fps,0.15,1,"0,0,0,#,0,e,0,c,0,c,0,0,d,X,X,0,0,a,X,X","0,0,0,#,0,e,0,c,0,c,0,0,d,X,X,0,0,a,X,X",0,0,0,0,0.0,1.0,0.99,1.0,72,0.0,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug1_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,4,9,39,10,4,9,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,72,,,,,,,,,,,,,,,,,
1258,20260403_205230,np1000_aug1_bank100.json,np1000_aug1_bank100,/home/shoudai/Py/28/configs/ablations/np1000_aug1_bank100.json,experiments/20260403_205230_np1000_aug1_bank100_seed1258,experiments/20260403_205230_np1000_aug1_bank100_seed1258/summary.json,1000,empirical,100,fps,0.15,1,"0,0,0,#,0,b,0,0,0,e,e,e,X,0,0,e,0,c,X,X","0,0,0,#,0,b,0,0,0,e,X,e,e,0,0,e,X,0,c,X",0,0,0,0,0.0,1.0,1.0,1.0,72,0.16,1.0,100,3,10,1234,5,2,100,0.05,best_model.pt,100,generated_empirical_np1000_aug1_bank100,10,300,100/100,5000,0,100,empirical,100,39,10,3,9,39,10,3,9,1000/1000,1.0,1000/1000,100,100,1.0,fps,0.15,200,72,,,,,,,,,,,,,,,,,
